baths,beds,city,latitude,longitude,price,sale_date,sq__ft,state,street,type,zip,n_price,s_price,n_sq__ft,s_sq__ft
1,3,SACRAMENTO,38.513066,-121.451909,222381.0,Tue May 20 00:00:00 EDT 2008,1360,CA,6217 LEOLA WAY,Residential,95824,0.25002292697672995,-0.08674209940374901,0.23359670216420475,0.05284958866881725
0,0,SACRAMENTO,38.588816,-121.408549,225000.0,Tue May 20 00:00:00 EDT 2008,0,CA,2340 HURLEY WAY,Condo,95825,0.2529881493004725,-0.06781897322878001,0.0,-1.5414330465181494
2,3,SACRAMENTO,38.624762,-121.522775,225000.0,Tue May 20 00:00:00 EDT 2008,1522,CA,3035 BRUNNET LN,Residential,95833,0.2529881493004725,-0.06781897322878001,0.2614221916867056,0.24275678491902944
2,4,SACRAMENTO,38.606603,-121.394147,225000.0,Tue May 20 00:00:00 EDT 2008,1751,CA,3025 EL PRADO WAY,Residential,95825,0.2529881493004725,-0.06781897322878001,0.3007557540364136,0.5112058462850702
2,3,ELK GROVE,38.419214,-121.348533,225000.0,Tue May 20 00:00:00 EDT 2008,1465,CA,9387 GRANITE FALLS CT,Residential,95624,0.2529881493004725,-0.06781897322878001,0.2516317416695294,0.17593758623839922
2,4,SACRAMENTO,38.55821,-121.355022,228000.0,Tue May 20 00:00:00 EDT 2008,1605,CA,9257 CALDERA WAY,Residential,95826,0.25638473844565285,-0.04614299822881554,0.27567846100996224,0.3400549163311752
2,4,RIO LINDA,38.702893,-121.454949,229665.0,Tue May 20 00:00:00 EDT 2008,1475,CA,441 ARLINGDALE CIR,Residential,95673,0.258269845421228,-0.03411283210383525,0.2533493644795603,0.1876602526735975
1,3,MEADOW VISTA,39.008159,-121.03623,230000.0,Tue May 20 00:00:00 EDT 2008,1216,CA,2284 LOS ROBLES RD,Residential,95722,0.2586491312091065,-0.03169234822883922,0.20886293369975953,-0.11595680799803804
2,2,FAIR OAKS,38.665644,-121.259969,230000.0,Tue May 20 00:00:00 EDT 2008,1315,CA,8164 CHENIN BLANC LN,Residential,95628,0.2586491312091065,-0.03169234822883922,0.22586739951906562,9.758971042497172e-05
2,3,ELK GROVE,38.390557,-121.449805,230000.0,Tue May 20 00:00:00 EDT 2008,1567,CA,4620 CHAMBERLIN CIR,Residential,95757,0.2586491312091065,-0.03169234822883922,0.2691514943318447,0.29550878387742174
2,3,SACRAMENTO,38.672495,-121.515251,234000.0,Tue May 20 00:00:00 EDT 2008,1776,CA,5340 BIRK WAY,Residential,95835,0.2631779167360137,-0.0027910482288865785,0.30504981106149087,0.5405125123730659
2,3,SACRAMENTO,38.661658,-121.540633,235000.0,Tue May 20 00:00:00 EDT 2008,2187,CA,51 ANJOU CIR,Residential,95835,0.2643101131177405,0.004434276771101581,0.37564410855376157,1.0223141028597154
1,3,SACRAMENTO,38.534596,-121.493121,236250.0,Tue May 20 00:00:00 EDT 2008,1291,CA,2125 22ND AVE,Residential,95822,0.265725358594899,0.013465933021086781,0.2217451047749914,-0.02803680973405091
0,0,FOLSOM,38.6457,-121.1197,240000.0,Tue May 20 00:00:00 EDT 2008,0,CA,611 BLOSSOM ROCK LN,Condo,95630,0.2699710950263745,0.04056090177104238,0.0,-1.5414330465181494
0,0,ELK GROVE,38.43742,-121.372876,242000.0,Tue May 20 00:00:00 EDT 2008,0,CA,8830 ADUR RD,Residential,95624,0.27223548778982815,0.0550115517710187,0.0,-1.5414330465181494
2,3,SACRAMENTO,38.699489,-121.361828,245000.0,Tue May 20 00:00:00 EDT 2008,1503,CA,7344 BUTTERBALL WAY,Residential,95842,0.2756320769350085,0.07668752677098319,0.25815870834764687,0.2204837186921527
3,4,SACRAMENTO,38.459711,-121.384283,245000.0,Tue May 20 00:00:00 EDT 2008,2491,CA,8219 GWINHURST CIR,Residential,95828,0.2756320769350085,0.07668752677098319,0.42785984197870147,1.378683162489743
1,2,SACRAMENTO,38.562296,-121.467489,245000.0,Tue May 20 00:00:00 EDT 2008,1269,CA,3240 S ST,Residential,95816,0.2756320769350085,0.07668752677098319,0.2179663345929234,-0.05382667589148713
0,0,SACRAMENTO,38.676658,-121.528128,250000.0,Tue May 20 00:00:00 EDT 2008,0,CA,221 PICASSO CIR,Residential,95835,0.28129305884364253,0.11281415177092398,0.0,-1.5414330465181494
2,3,ORANGEVALE,38.669882,-121.213533,250000.0,Tue May 20 00:00:00 EDT 2008,1176,CA,5706 GREENACRES WAY,Residential,95662,0.28129305884364253,0.11281415177092398,0.20199244245963585,-0.16284747373883118
2,4,ORANGEVALE,38.692199,-121.250975,250000.0,Tue May 20 00:00:00 EDT 2008,1456,CA,6900 LONICERA DR,Residential,95662,0.28129305884364253,0.11281415177092398,0.25008588114050156,0.16538718644672076
2,3,ROSEVILLE,38.72528300000001,-121.297953,250000.0,Tue May 20 00:00:00 EDT 2008,1498,CA,419 DAWNRIDGE RD,Residential,95678,0.28129305884364253,0.11281415177092398,0.2572998969426314,0.21462238547455356
2,3,ANTELOPE,38.710221,-121.341651,255000.0,Tue May 20 00:00:00 EDT 2008,1574,CA,5312 MARBURY WAY,Residential,95843,0.28695404075227654,0.14894077677086479,0.2703538302988664,0.3037146503820605
4,5,CITRUS HEIGHTS,38.682358,-121.272876,256054.0,Tue May 20 00:00:00 EDT 2008,2085,CA,6344 BONHAM CIR,Multi-Family,95610,0.2881473757386166,0.1565562693208523,0.35812435589144626,0.9027429052206928
2,3,SACRAMENTO,38.45967,-121.36046100000002,257729.0,Tue May 20 00:00:00 EDT 2008,2170,CA,8207 YORKTON WAY,Residential,95829,0.290043804678009,0.16865868869583248,0.37272414977670904,1.0023855699198783
2,4,ELK GROVE,38.409634,-121.410787,260000.0,Tue May 20 00:00:00 EDT 2008,1595,CA,7922 MANSELL WAY,Residential,95758,0.2926150226609106,0.18506740177080558,0.2739608381999313,0.3283322498959769
2,3,ANTELOPE,38.705849,-121.334701,261000.0,Tue May 20 00:00:00 EDT 2008,1567,CA,5712 MELBURY CIR,Residential,95843,0.2937472190426374,0.19229272677079373,0.2691514943318447,0.29550878387742174
2,4,LINCOLN,38.87908400000001,-121.298586,261800.0,Tue May 20 00:00:00 EDT 2008,0,CA,632 NEWBRIDGE LN,Residential,95648,0.29465297614801883,0.19807298677078428,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.482704,-121.500433,264469.0,Tue May 20 00:00:00 EDT 2008,1253,CA,1570 GLIDDEN AVE,Residential,95822,0.29767480829084764,0.21735737919575265,0.21521813809687393,-0.07258294218780438
3,4,ANTELOPE,38.717042,-121.35468,265000.0,Tue May 20 00:00:00 EDT 2008,1768,CA,8108 FILIFERA WAY,Residential,95843,0.2982760045695446,0.22119402677074637,0.30367571281346617,0.5311343792249072
0,0,SACRAMENTO,38.676937,-121.529244,270000.0,Tue May 20 00:00:00 EDT 2008,0,CA,230 BANKSIDE WAY,Residential,95835,0.30393698647817863,0.2573206517706872,0.0,-1.5414330465181494
3,4,SACRAMENTO,38.671807,-121.498274,270000.0,Tue May 20 00:00:00 EDT 2008,2030,CA,5342 CALABRIA WAY,Residential,95835,0.30393698647817863,0.2573206517706872,0.3486774304362762,0.8382682398271023
2,3,SACRAMENTO,38.665704,-121.529096,270000.0,Tue May 20 00:00:00 EDT 2008,1531,CA,47 NAPONEE CT,Residential,95835,0.30393698647817863,0.2573206517706872,0.26296805221573344,0.2533071847107079
0,0,SACRAMENTO,38.647961,-121.543162,270000.0,Tue May 20 00:00:00 EDT 2008,0,CA,4236 ADRIATIC SEA WAY,Residential,95834,0.30393698647817863,0.2573206517706872,0.0,-1.5414330465181494
3,4,ELK GROVE,38.435288,-121.375703,275000.0,Tue May 20 00:00:00 EDT 2008,1653,CA,8864 REMBRANT CT,Residential,95624,0.30959796838681264,0.293447276770628,0.2839230504981106,0.39632371522012694
2,4,ELK GROVE,38.411522,-121.481406,275000.0,Tue May 20 00:00:00 EDT 2008,2056,CA,9455 SEA CLIFF WAY,Residential,95758,0.30959796838681264,0.293447276770628,0.35314324974235656,0.8687471725586178
3,4,ELK GROVE,38.404934,-121.352405,280000.0,Tue May 20 00:00:00 EDT 2008,2494,CA,9720 LITTLE HARBOR WAY,Residential,95624,0.31525895029544665,0.3295739017705688,0.42837512882171075,1.3821999624203025
2,3,FAIR OAKS,38.660322,-121.230101,286013.0,Tue May 20 00:00:00 EDT 2008,1450,CA,8806 PHOENIX AVE,Residential,95628,0.32206684713876993,0.3730197809954976,0.24905530745448298,0.1583535865856018
2,4,SACRAMENTO,38.633028,-121.526755,292000.0,Tue May 20 00:00:00 EDT 2008,2169,CA,3578 LOGGERHEAD WAY,Residential,95834,0.3288453068761683,0.41627780177042667,0.37255238749570596,1.0012133032763584
2,3,ROSEVILLE,38.752399,-121.330328,292000.0,Tue May 20 00:00:00 EDT 2008,1440,CA,1416 LOCKHART WAY,Residential,95747,0.3288453068761683,0.41627780177042667,0.24733768464445208,0.14663092015040352
2,3,FAIR OAKS,38.664552,-121.25593700000002,293993.0,Tue May 20 00:00:00 EDT 2008,1527,CA,5413 BUENA VENTURA WAY,Residential,95628,0.3311017742649498,0.4306778744954031,0.26228100309172103,0.2486181181366286
2,3,ROSEVILLE,38.776327,-121.284514,294000.0,Tue May 20 00:00:00 EDT 2008,1401,CA,37 WHITE BIRCH CT,Residential,95678,0.3311096996396219,0.43072845177040303,0.2406389556853315,0.10091252105313021
2,3,SACRAMENTO,38.65783,-121.456842,296769.0,Tue May 20 00:00:00 EDT 2008,1411,CA,405 MARLIN SPIKE WAY,Residential,95838,0.33424475142062343,0.4507353766953702,0.2423565784953624,0.1126351874883285
4,4,LINCOLN,38.864864,-121.313988,297500.0,Tue May 20 00:00:00 EDT 2008,0,CA,1102 CHESLEY LN,Residential,95648,0.3350723869756657,0.45601708927036155,0.0,-1.5414330465181494
0,0,GOLD RIVER,38.625289,-121.260286,300000.0,Tue May 20 00:00:00 EDT 2008,0,CA,11281 STANFORD COURT LN Unit 604,Condo,95670,0.3379028779299827,0.47408040177033195,0.0,-1.5414330465181494
1,3,RIO LINDA,38.700553,-121.452223,300000.0,Tue May 20 00:00:00 EDT 2008,1284,CA,7320 6TH ST,Residential,95673,0.3379028779299827,0.47408040177033195,0.22054276880796977,-0.03624267623868971
3,4,GALT,38.272942,-121.289148,300000.0,Tue May 20 00:00:00 EDT 2008,2307,CA,993 MANTON CT,Residential,95632,0.3379028779299827,0.47408040177033195,0.3962555822741326,1.1629861000820947
2,3,PLACERVILLE,38.69455900000001,-120.848157,300000.0,Tue May 20 00:00:00 EDT 2008,1329,CA,4487 PANORAMA DR,Residential,95667,0.3379028779299827,0.47408040177033195,0.2282720714531089,0.016509322719702568
2,4,SACRAMENTO,38.677454,-121.494791,300500.0,Tue May 20 00:00:00 EDT 2008,1910,CA,5651 OVERLEAF WAY,Residential,95835,0.3384689761208461,0.47769306427032604,0.32806595671590516,0.6975962426047229
2,3,GOLD RIVER,38.628732,-121.261149,305000.0,Tue May 20 00:00:00 EDT 2008,1981,CA,2015 PROMONTORY POINT LN,Residential,95670,0.3435638598386167,0.5102070267702727,0.3402610786671247,0.7808271742946307
0,0,ROSEVILLE,38.772771,-121.364877,306500.0,Tue May 20 00:00:00 EDT 2008,0,CA,3224 PARKHAM DR,Residential,95747,0.34526215441120695,0.5210450142702551,0.0,-1.5414330465181494
0,0,SACRAMENTO,38.668692,-121.54549,312500.0,Tue May 20 00:00:00 EDT 2008,0,CA,15 VANESSA PL,Residential,95835,0.35205533270156775,0.5643969642701839,0.0,-1.5414330465181494
3,5,LINCOLN,38.866409,-121.308485,315000.0,Tue May 20 00:00:00 EDT 2008,0,CA,1312 RENISON LN,Residential,95648,0.3548858236558848,0.5824602767701543,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.447353,-121.434969,319789.0,Tue May 20 00:00:00 EDT 2008,2205,CA,8 RIVER RAFT CT,Residential,95823,0.3603079121279744,0.6170623581950977,0.37873582961181723,1.0434149024430721
2,2,LINCOLN,38.849924,-121.275729,330000.0,Tue May 20 00:00:00 EDT 2008,1449,CA,2251 LAMPLIGHT LN,Residential,95648,0.3718687693817868,0.6908401517699768,0.2488835451734799,0.15718131994208198
2,3,FOLSOM,38.667834,-121.168578,330000.0,Tue May 20 00:00:00 EDT 2008,1258,CA,106 FARHAM DR,Residential,95630,0.3718687693817868,0.6908401517699768,0.21607694950188938,-0.06672160897020525
2,3,ELK GROVE,38.387014,-121.440967,331000.0,Tue May 20 00:00:00 EDT 2008,2575,CA,5405 NECTAR CIR,Residential,95757,0.3730009657635136,0.6980654767699649,0.4422878735829612,1.4771535605454087
1,2,SACRAMENTO,38.542727,-121.442449,334000.0,Tue May 20 00:00:00 EDT 2008,539,CA,5411 10TH AVE,Residential,95820,0.37639755490869403,0.7197414517699294,0.09257986946066643,-0.9095813256609618
3,4,RANCHO CORDOVA,38.573488,-121.282809,336000.0,Tue May 20 00:00:00 EDT 2008,2208,CA,3512 RAINSONG CIR,Residential,95670,0.3786619476721476,0.7341921017699057,0.3792511164548265,1.0469317023736318
1,3,SACRAMENTO,38.563805,-121.436395,339000.0,Tue May 20 00:00:00 EDT 2008,1108,CA,1106 55TH ST,Residential,95819,0.38205853681732804,0.7558680767698702,0.19031260735142563,-0.2425616054981795
2,4,FOLSOM,38.652002,-121.129504,339000.0,Tue May 20 00:00:00 EDT 2008,1595,CA,411 ILLSLEY WAY,Residential,95630,0.38205853681732804,0.7558680767698702,0.2739608381999313,0.3283322498959769
2,4,GALT,38.279581,-121.300828,345000.0,Tue May 20 00:00:00 EDT 2008,2159,CA,796 BUTTERCUP CIR,Residential,95632,0.38885171510768884,0.7992200267697992,0.370834764685675,0.9894906368411601
3,4,PLACERVILLE,38.738141,-120.784145,350000.0,Tue May 20 00:00:00 EDT 2008,2295,CA,1230 SANDRA CIR,Residential,95667,0.39451269701632286,0.83534665176974,0.3941944349020955,1.1489189003598568
2,3,ROSEVILLE,38.782094,-121.297133,356000.0,Tue May 20 00:00:00 EDT 2008,1838,CA,318 ANACAPA DR,Residential,95678,0.4013058753066837,0.878698601769669,0.31569907248368256,0.6131930442712952
2,4,SACRAMENTO,38.487409,-121.461413,361745.0,Tue May 20 00:00:00 EDT 2008,1900,CA,3975 SHINING STAR DR,Residential,95823,0.4078103435197042,0.9202080938946009,0.32634833390587425,0.6858735761695246
2,4,SACRAMENTO,38.591822,-121.478644,361948.0,Tue May 20 00:00:00 EDT 2008,1718,CA,1620 BASLER ST,Residential,95811,0.4080401793851947,0.9216748348695986,0.2950875987633116,0.4725210470489158
3,5,ELK GROVE,38.405224,-121.479275,370000.0,Tue May 20 00:00:00 EDT 2008,3389,CA,9688 NATURE TRAIL WAY,Residential,95757,0.41715662465085895,0.9798531517695032,0.5821023703194779,2.431378608370549
2,4,ROCKLIN,38.778691,-121.204292,380000.0,Tue May 20 00:00:00 EDT 2008,0,CA,5924 TANUS CIR,Residential,95677,0.428478588468127,1.0521064017693849,0.0,-1.5414330465181494
4,5,ELK GROVE,38.405527,-121.431746,385000.0,Tue May 20 00:00:00 EDT 2008,3260,CA,9629 CEDAR OAK WAY,Residential,95757,0.434139570376761,1.0882330267693257,0.5599450360700791,2.2801562113564913
2,3,CAMERON PARK,38.664225,-121.007173,399000.0,Tue May 20 00:00:00 EDT 2008,2016,CA,3429 FERNBROOK CT,Residential,95682,0.4499903197209362,1.1893875767691597,0.34627275850223294,0.8218565068178246
2,4,ROCKLIN,38.805749,-121.280931,402000.0,Tue May 20 00:00:00 EDT 2008,2607,CA,2121 HANNAH WAY,Residential,95765,0.45338690886611666,1.2110635517691244,0.4477842665750601,1.5146660931380431
3,4,ELK GROVE,38.390465,-121.443479,406026.0,Tue May 20 00:00:00 EDT 2008,2724,CA,10104 ANNIE ST,Residential,95757,0.4579451314989488,1.2401527102190766,0.46788045345242185,1.651821290429863
4,5,GALT,38.271646,-121.286848,420000.0,Tue May 20 00:00:00 EDT 2008,3746,CA,1092 MAUGHAM CT,Residential,95632,0.4737664437371991,1.3411194017689112,0.6434215046375816,2.849877800107128
0,0,RANCHO CORDOVA,38.527502,-121.233492,425000.0,Tue May 20 00:00:00 EDT 2008,0,CA,5404 ALMOND FALLS WAY,Residential,95742,0.4794274256458331,1.377246026768852,0.0,-1.5414330465181494
2,4,RANCHO MURIETA,38.512602,-121.087233,425000.0,Tue May 20 00:00:00 EDT 2008,3192,CA,6306 CONEJO,Residential,95683,0.4794274256458331,1.377246026768852,0.5482652009618688,2.200442079597143
0,0,SACRAMENTO,38.650221,-121.551704,433500.0,Tue May 20 00:00:00 EDT 2008,0,CA,14 CASA VATONI PL,Residential,95834,0.48905109489051096,1.4386612892687514,0.0,-1.5414330465181494
3,4,LINCOLN,38.857635,-121.311375,436746.0,Tue May 20 00:00:00 EDT 2008,0,CA,1456 EAGLESFIELD LN,Residential,95648,0.49272620434559616,1.4621146942187129,0.0,-1.5414330465181494
3,5,EL DORADO HILLS,38.679136,-121.034329,438700.0,Tue May 20 00:00:00 EDT 2008,0,CA,4100 BOTHWELL CIR,Residential,95762,0.49493851607549033,1.4762329792686897,0.0,-1.5414330465181494
1,2,SACRAMENTO,38.582604,-121.47576,445000.0,Tue May 20 00:00:00 EDT 2008,1247,CA,427 21ST ST,Residential,95811,0.5020713532803692,1.5217525267686152,0.21418756441085537,-0.07961654204892335
2,4,FOLSOM,38.676306,-121.09954,450000.0,Tue May 20 00:00:00 EDT 2008,2581,CA,1044 GALSTON DR,Residential,95630,0.5077323351890032,1.557879151768556,0.44331844726897973,1.4841871604065278
1,3,SACRAMENTO,38.646374,-121.353658,460000.0,Tue May 20 00:00:00 EDT 2008,2068,CA,4440 SYCAMORE AVE,Residential,95841,0.5190542990062712,1.6301324017684375,0.35520439711439367,0.8828143722808557
2,3,EL DORADO HILLS,38.668239,-121.064437,460000.0,Tue May 20 00:00:00 EDT 2008,0,CA,1032 SOUZA DR,Residential,95762,0.5190542990062712,1.6301324017684375,0.0,-1.5414330465181494
3,4,ELK GROVE,38.403609,-121.335541,460000.0,Tue May 20 00:00:00 EDT 2008,3992,CA,9760 LAZULITE CT,Residential,95624,0.5190542990062712,1.6301324017684375,0.6856750257643421,3.1382553944130054
4,4,SACRAMENTO,38.665696,-121.549437,465000.0,Tue May 20 00:00:00 EDT 2008,3397,CA,241 LANFRANCO CIR,Residential,95835,0.5247152809149053,1.6662590267683783,0.5834764685675026,2.4407567415187077
3,5,SACRAMENTO,38.677225,-121.519687,471750.0,Tue May 20 00:00:00 EDT 2008,3881,CA,5559 NORTHBOROUGH DR,Residential,95835,0.5323576064915612,1.7150299705182985,0.666609412572999,3.0081337969823045
3,5,ROCKLIN,38.801637,-121.278798,480000.0,Tue May 20 00:00:00 EDT 2008,0,CA,2125 BIG SKY DR,Residential,95765,0.5416982266408074,1.7746389017682007,0.0,-1.5414330465181494
2,2,CARMICHAEL,38.602754,-121.329326,484000.0,Tue May 20 00:00:00 EDT 2008,1598,CA,2109 HAMLET PL,Residential,95608,0.5462270121677145,1.8035402017681534,0.27447612504294056,0.3318490498265364
3,4,PLACERVILLE,38.787877,-120.816676,485000.0,Tue May 20 00:00:00 EDT 2008,1929,CA,9970 STATE HIGHWAY 193,Residential,95667,0.5473592085494413,1.8107655267681415,0.33132944005496395,0.7198693088315996
3,4,ELK GROVE,38.398488,-121.473424,495000.0,Tue May 20 00:00:00 EDT 2008,3070,CA,2901 PINTAIL WAY,Residential,95757,0.5586811723667093,1.883018776768023,0.5273102026794916,2.0574255490877236
0,0,ROSEVILLE,38.770153,-121.30003899999998,500500.0,Tue May 20 00:00:00 EDT 2008,0,CA,201 FIRESTONE DR,Residential,95678,0.5649082524662068,1.9227580642679578,0.0,-1.5414330465181494
3,3,AUBURN,38.891935,-121.08434,504000.0,Tue May 20 00:00:00 EDT 2008,0,CA,1740 HIGH ST,Residential,95603,0.5688709398022506,1.9480467017679164,0.0,-1.5414330465181494
0,0,EL DORADO HILLS,38.628459,-121.055078,541000.0,Tue May 20 00:00:00 EDT 2008,0,CA,2733 DANA LOOP,Residential,95762,0.6107622059261423,2.2153837267674783,0.0,-1.5414330465181494
0,0,WILTON,38.408841,-121.198039,560000.0,Tue May 20 00:00:00 EDT 2008,0,CA,9741 SADDLEBRED CT,Residential,95693,0.6322739371789515,2.352664901767253,0.0,-1.5414330465181494
3,5,SACRAMENTO,38.47643,-121.309243,572500.0,Tue May 20 00:00:00 EDT 2008,3984,CA,7756 TIGERWOODS DR,Residential,95829,0.6464263919505366,2.4429814642671053,0.6843009275163174,3.1288772612648468
2,4,CARMICHAEL,38.602461,-121.330979,582000.0,Tue May 20 00:00:00 EDT 2008,2222,CA,5709 RIVER OAK WAY,Residential,95608,0.6571822575769413,2.511622051766993,0.3816557883888698,1.0633434353829092
3,4,ROSEVILLE,38.735373,-121.227072,613401.0,Tue May 20 00:00:00 EDT 2008,3838,CA,2981 WRINGER DR,Residential,95661,0.6927343561595446,2.738504482091621,0.659223634489866,2.957726331310952
2,4,ROSEVILLE,38.742118,-121.359909,614000.0,Tue May 20 00:00:00 EDT 2008,0,CA,8616 ROCKPORTE CT,Residential,95747,0.6934125417921989,2.742832451766614,0.0,-1.5414330465181494
5,5,FAIR OAKS,38.64167,-121.262099,680000.0,Tue May 20 00:00:00 EDT 2008,2846,CA,4128 HILL ST,Residential,95628,0.768137502986168,3.2197039017658327,0.48883545173479903,1.7948378209392821
2,5,SACRAMENTO,38.563244,-121.446876,699000.0,Tue May 20 00:00:00 EDT 2008,2484,CA,1409 47TH ST,Residential,95819,0.7896492342389773,3.3569850767656075,0.42665750601167984,1.3704772959851044
4,4,LOOMIS,38.813337,-121.133348,839000.0,Tue May 20 00:00:00 EDT 2008,1624,CA,3935 EL MONTE DR,Residential,95650,0.9481567276807297,4.36853057676395,0.278941944349021,0.36232798255805193
1,2,SACRAMENTO,38.673678,-121.357471,40000.0,Mon May 19 00:00:00 EDT 2008,840,CA,5840 WALERGA RD,Condo,95842,0.043531818681013856,-1.4045040982265895,0.14428031604259706,-0.5567290659614935
1,1,SACRAMENTO,38.582279,-121.401482,48000.0,Mon May 19 00:00:00 EDT 2008,484,CA,923 FULTON AVE,Condo,95825,0.05258938973482829,-1.3467014982266843,0.0831329440054964,-0.9740559910545524
1,3,SACRAMENTO,38.620685,-121.46053899999998,61500.0,Mon May 19 00:00:00 EDT 2008,970,CA,261 REDONDO AVE,Residential,95815,0.06787404088814013,-1.2491596107268441,0.16660941257299897,-0.4043344023039158
1,2,SACRAMENTO,38.546798,-121.46003799999998,62050.0,Mon May 19 00:00:00 EDT 2008,623,CA,4030 BROADWAY,Residential,95817,0.06849674889808988,-1.2451856819768508,0.10700790106492614,-0.8111109276052962
1,2,SACRAMENTO,38.532718,-121.46747,65000.0,Mon May 19 00:00:00 EDT 2008,932,CA,3660 22ND AVE,Residential,95820,0.07183672822418394,-1.2238709732268855,0.1600824458948815,-0.4488805347576693
1,2,SACRAMENTO,38.638797,-121.435049,65000.0,Mon May 19 00:00:00 EDT 2008,796,CA,3924 HIGH ST,Residential,95838,0.07183672822418394,-1.2238709732268855,0.136722775678461,-0.608308798276366
1,2,SACRAMENTO,38.539447,-121.450858,68000.0,Mon May 19 00:00:00 EDT 2008,834,CA,4734 14TH AVE,Residential,95820,0.07523331736936435,-1.202194998226921,0.1432497423565785,-0.5637626658226125
1,2,SACRAMENTO,38.539447,-121.450858,68000.0,Mon May 19 00:00:00 EDT 2008,834,CA,4734 14TH AVE,Residential,95820,0.07523331736936435,-1.202194998226921,0.1432497423565785,-0.5637626658226125
1,2,SACRAMENTO,38.658739,-121.33356100000002,77000.0,Mon May 19 00:00:00 EDT 2008,924,CA,5050 RHODE ISLAND DR Unit 4,Condo,95841,0.08542308480490558,-1.1371670732270276,0.15870834764685676,-0.4582586679058279
1,2,SACRAMENTO,38.669104,-121.359008,82732.0,Mon May 19 00:00:00 EDT 2008,795,CA,4513 GREENHOLME DR,Condo,95842,0.09191283446496362,-1.0957515103270956,0.13655101339745793,-0.6094810649198857
1,3,SACRAMENTO,38.637337,-121.432835,84000.0,Mon May 19 00:00:00 EDT 2008,1250,CA,3845 ELM ST,Residential,95838,0.0933484594769932,-1.0865897982271107,0.21470285125386465,-0.07609974211836387
1,2,SACRAMENTO,38.53728,-121.463531,84675.0,Mon May 19 00:00:00 EDT 2008,984,CA,3908 17TH AVE,Residential,95820,0.0941126920346588,-1.0817127038521186,0.16901408450704225,-0.3879226692946382
1,3,SACRAMENTO,38.497237,-121.42418700000002,85000.0,Mon May 19 00:00:00 EDT 2008,1013,CA,7109 CHANDLER DR,Residential,95828,0.09448065585872001,-1.0793644732271224,0.17399519065613192,-0.3539269366325632
1,3,SACRAMENTO,38.484274,-121.488851,90000.0,Mon May 19 00:00:00 EDT 2008,1012,CA,7541 SKELTON WAY,Residential,95822,0.10014163776735402,-1.0432378482271816,0.17382342837512882,-0.355099203276083
1,2,SACRAMENTO,38.559144,-121.368387,90000.0,Mon May 19 00:00:00 EDT 2008,795,CA,9058 MONTOYA ST,Condo,95826,0.10014163776735402,-1.0432378482271816,0.13655101339745793,-0.6094810649198857
2,2,SACRAMENTO,38.630151,-121.442789,91000.0,Mon May 19 00:00:00 EDT 2008,918,CA,1016 CONGRESS AVE,Residential,95838,0.10127383414908082,-1.0360125232271935,0.1576777739608382,-0.4652922677669469
1,3,SACRAMENTO,38.637704,-121.453946,95000.0,Mon May 19 00:00:00 EDT 2008,1082,CA,540 MORRISON AVE,Residential,95838,0.10580261967598804,-1.0071112232272408,0.18584678804534524,-0.27304053822969504
1,2,SACRAMENTO,38.663282,-121.359631,97500.0,Mon May 19 00:00:00 EDT 2008,964,CA,5303 JERRETT WAY,Residential,95842,0.10863311063030505,-0.9890479107272704,0.1655788388869804,-0.4113680021650348
2,4,SACRAMENTO,38.617717999999996,-121.440089,100000.0,Mon May 19 00:00:00 EDT 2008,1404,CA,2820 DEL PASO BLVD,Multi-Family,95815,0.11146360158462205,-0.9709845982273,0.24115424252834078,0.10442932098368969
1,1,SACRAMENTO,38.544627,-121.35796,100000.0,Mon May 19 00:00:00 EDT 2008,625,CA,3715 TALLYHO DR Unit 78HIGH,Condo,95826,0.11146360158462205,-0.9709845982273,0.10735142562693233,-0.8087663943182566
1,2,CITRUS HEIGHTS,38.675893,-121.2963,101000.0,Mon May 19 00:00:00 EDT 2008,888,CA,6013 ROWAN WAY,Residential,95621,0.11259579796634886,-0.9637592732273118,0.15252490553074544,-0.5004602670725418
2,4,SACRAMENTO,38.622243,-121.457863,102750.0,Mon May 19 00:00:00 EDT 2008,1120,CA,2987 PONDEROSA LN,Residential,95815,0.11457714163437077,-0.9511149544773325,0.19237375472346271,-0.22849440577594154
1,3,NORTH HIGHLANDS,38.68972,-121.378399,112500.0,Mon May 19 00:00:00 EDT 2008,1331,CA,3732 LANKERSHIM WAY,Residential,95660,0.1256160563562071,-0.880668035727448,0.22861559601511508,0.018853856006742227
1,3,SACRAMENTO,38.623738,-121.41305,113000.0,Mon May 19 00:00:00 EDT 2008,1014,CA,2216 DUNLAP DR,Residential,95821,0.1261821545470705,-0.877055373227454,0.174166952937135,-0.35275466998904337
2,4,SACRAMENTO,38.53361,-121.469308,114000.0,Mon May 19 00:00:00 EDT 2008,1448,CA,3503 21ST AVE,Residential,95820,0.1273143509287973,-0.8698300482274658,0.2487117828924768,0.15600905329856216
1,3,SACRAMENTO,38.659414,-121.45408,114000.0,Mon May 19 00:00:00 EDT 2008,966,CA,523 EXCHANGE ST,Residential,95838,0.1273143509287973,-0.8698300482274658,0.16592236344898662,-0.4090234688779951
